id,order_id,order_date,customer_name,customer_contact,customer_address,customer_city,customer_postal_code,customer_country,shipper_name,shipper_phone,product_category,product_category_desc,product_quantity,product_name,product_unit,product_price,supplier_name,supplier_contact,supplier_address,supplier_city,supplier_postal_code,supplier_country,supplier_phone,employee_first_name,employee_last_name,employee_birthdate,employee_photo,employee_note
92,10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Federal Shipping","(503) 555-9931",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",20,"Genen Shouyu","24 - 250 ml bottles",15.5,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Janet,Leverling,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
93,10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Federal Shipping","(503) 555-9931",Confections,"Desserts, candies, and sweet breads",18,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Janet,Leverling,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
94,10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Federal Shipping","(503) 555-9931","Dairy Products",Cheeses,35,"Camembert Pierrot","15 - 300 g rounds",34,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Janet,Leverling,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
95,10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Federal Shipping","(503) 555-9931","Dairy Products",Cheeses,3,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Janet,Leverling,1963-08-30,EmpID3.pic,"Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative."
96,10284,1996-08-19,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"Speedy Express","(503) 555-9831",Confections,"Desserts, candies, and sweet breads",15,"Schoggi Schokolade","100 - 100 g pieces",43.9,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
97,10284,1996-08-19,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"Speedy Express","(503) 555-9831",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",21,"Gula Malacca","20 - 2 kg bags",19.45,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
98,10284,1996-08-19,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"Speedy Express","(503) 555-9831","Dairy Products",Cheeses,20,"Camembert Pierrot","15 - 300 g rounds",34,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
99,10284,1996-08-19,"Lehmanns Marktstand","Renate Messner","Magazinweg 7","Frankfurt a.M.",60528,Germany,"Speedy Express","(503) 555-9831",Beverages,"Soft drinks, coffees, teas, beers, and ales",5,"Laughing Lumberjack Lager","24 - 12 oz bottles",14,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
100,10285,1996-08-20,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"United Package","(503) 555-3199",Beverages,"Soft drinks, coffees, teas, beers, and ales",45,Chais,"10 boxes x 20 bags",18,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
101,10285,1996-08-20,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"United Package","(503) 555-3199",Seafood,"Seaweed and fish",40,"Boston Crab Meat","24 - 4 oz tins",18.4,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
102,10285,1996-08-20,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"United Package","(503) 555-3199",Meat/Poultry,"Prepared meats",36,"Perth Pasties","48 pieces",32.8,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
103,10286,1996-08-21,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"Federal Shipping","(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",100,"Steeleye Stout","24 - 12 oz bottles",18,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
104,10286,1996-08-21,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,"Federal Shipping","(503) 555-9931",Confections,"Desserts, candies, and sweet breads",40,"Tarte au sucre","48 pies",49.3,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
105,10287,1996-08-22,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil,"Federal Shipping","(503) 555-9931",Confections,"Desserts, candies, and sweet breads",40,Pavlova,"32 - 500 g boxes",17.45,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
106,10287,1996-08-22,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil,"Federal Shipping","(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",20,"Sasquatch Ale","24 - 12 oz bottles",14,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
107,10287,1996-08-22,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil,"Federal Shipping","(503) 555-9931",Seafood,"Seaweed and fish",15,Spegesild,"4 - 450 g glasses",12,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",Lyngby,2800,Denmark,43844108,Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
108,10288,1996-08-23,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy,"Speedy Express","(503) 555-9831",Meat/Poultry,"Prepared meats",10,Tourtiere,"16 pies",7.45,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",Montreal,"H1J 1C3",Canada,"(514) 555-9022",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
109,10288,1996-08-23,"Reggiani Caseifici","Maurizio Moroni","Strada Provinciale 124","Reggio Emilia",42100,Italy,"Speedy Express","(503) 555-9831",Confections,"Desserts, candies, and sweet breads",3,"Scottish Longbreads","10 boxes x 8 pieces",12.5,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
110,10289,1996-08-26,"Bs Beverages","Victoria Ashworth","Fauntleroy Circus",London,"EC2 5NT",UK,"Federal Shipping","(503) 555-9931",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",30,"Aniseed Syrup","12 - 550 ml bottles",10,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Robert,King,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
111,10289,1996-08-26,"Bs Beverages","Victoria Ashworth","Fauntleroy Circus",London,"EC2 5NT",UK,"Federal Shipping","(503) 555-9931",Grains/Cereals,"Breads, crackers, pasta, and cereal",9,"Wimmers gute Semmelknodel","20 bags x 4 pieces",33.25,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Robert,King,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office."
112,10290,1996-08-27,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,"Speedy Express","(503) 555-9831",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",20,"Chef Antons Gumbo Mix","36 boxes",21.35,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
113,10290,1996-08-27,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,"Speedy Express","(503) 555-9831",Meat/Poultry,"Prepared meats",15,"Thuringer Rostbratwurst","50 bags x 30 sausgs.",123.79,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
114,10290,1996-08-27,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,"Speedy Express","(503) 555-9831",Confections,"Desserts, candies, and sweet breads",15,Maxilaku,"24 - 50 g pkgs.",20,"Karkki Oy","Anne Heikkonen","Valtakatu 12",Lappeenranta,53120,Finland,"(953) 10956",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
115,10290,1996-08-27,"Comercio Mineiro","Pedro Afonso","Av. dos Lusiadas, 23","Sao Paulo",05432-043,Brazil,"Speedy Express","(503) 555-9831",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",10,"Original Frankfurter grune Sosse","12 boxes",13,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Laura,Callahan,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French."
116,10291,1996-08-27,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"United Package","(503) 555-3199",Seafood,"Seaweed and fish",20,Konbu,"2 kg box",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
117,10291,1996-08-27,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"United Package","(503) 555-3199",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",24,"Gula Malacca","20 - 2 kg bags",19.45,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
118,10291,1996-08-27,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,"United Package","(503) 555-3199",Produce,"Dried fruit and bean curd",2,"Manjimup Dried Apples","50 - 300 g pkgs.",53,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
119,10292,1996-08-28,"Tradicao Hipermercados","Anabela Domingues","Av. Ines de Castro, 414","Sao Paulo",05634-030,Brazil,"United Package","(503) 555-3199",Confections,"Desserts, candies, and sweet breads",20,"Sir Rodneys Marmalade","30 gift boxes",81,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
120,10293,1996-08-29,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,"Federal Shipping","(503) 555-9931",Seafood,"Seaweed and fish",12,"Carnarvon Tigers","16 kg pkg.",62.5,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
121,10293,1996-08-29,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,"Federal Shipping","(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",10,"Guarana Fantastica","12 - 355 ml cans",4.5,"Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","Sao Paulo",5442,Brazil,"(11) 555 4640",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
122,10293,1996-08-29,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,"Federal Shipping","(503) 555-9931",Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",5,Vegie-spread,"15 - 625 g jars",43.9,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
123,10293,1996-08-29,"Tortuga Restaurante","Miguel Angel Paolino","Avda. Azteca 123","Mexico D.F.",05033,Mexico,"Federal Shipping","(503) 555-9931",Beverages,"Soft drinks, coffees, teas, beers, and ales",6,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Nancy,Davolio,1968-12-08,EmpID1.pic,"Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'."
124,10294,1996-08-30,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"United Package","(503) 555-3199",Beverages,"Soft drinks, coffees, teas, beers, and ales",18,Chais,"10 boxes x 20 bags",18,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
125,10294,1996-08-30,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"United Package","(503) 555-3199",Meat/Poultry,"Prepared meats",15,"Alice Mutton","20 - 1 kg tins",39,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
126,10294,1996-08-30,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"United Package","(503) 555-3199",Beverages,"Soft drinks, coffees, teas, beers, and ales",15,"Ipoh Coffee","16 - 500 g tins",46,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787,Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
127,10294,1996-08-30,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"United Package","(503) 555-3199","Dairy Products",Cheeses,21,"Camembert Pierrot","15 - 300 g rounds",34,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
128,10294,1996-08-30,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,"United Package","(503) 555-3199",Beverages,"Soft drinks, coffees, teas, beers, and ales",6,"Rhonbrau Klosterbier","24 - 0.5 l bottles",7.75,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
129,10295,1996-09-02,"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye",Reims,51100,France,"United Package","(503) 555-3199",Grains/Cereals,"Breads, crackers, pasta, and cereal",4,"Gnocchi di nonna Alice","24 - 250 g pkgs.",38,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665",Andrew,Fuller,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association."
130,10296,1996-09-03,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Speedy Express","(503) 555-9831","Dairy Products",Cheeses,12,"Queso Cabrales","1 kg pkg.",21,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",Oviedo,33007,Spain,"(98) 598 76 54",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
131,10296,1996-09-03,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Speedy Express","(503) 555-9831",Confections,"Desserts, candies, and sweet breads",30,Pavlova,"32 - 500 g boxes",17.45,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
132,10296,1996-09-03,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,"Speedy Express","(503) 555-9831","Dairy Products",Cheeses,15,Gudbrandsdalsost,"10 kg pkg.",36,"Norske Meierier","Beate Vileid","Hatlevegen 5",Sandvika,1320,Norway,(0)2-953010,Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
133,10297,1996-09-04,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,"United Package","(503) 555-3199",Beverages,"Soft drinks, coffees, teas, beers, and ales",60,"Chartreuse verte","750 cc per bottle",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68",Steven,Buchanan,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
134,10297,1996-09-04,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,"United Package","(503) 555-3199","Dairy Products",Cheeses,20,"Mozzarella di Giovanni","24 - 200 g pkgs.",34.8,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323",Steven,Buchanan,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French."
135,10298,1996-09-05,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"United Package","(503) 555-3199",Beverages,"Soft drinks, coffees, teas, beers, and ales",40,Chang,"24 - 12 oz bottles",19,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
136,10298,1996-09-05,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"United Package","(503) 555-3199",Seafood,"Seaweed and fish",40,"Inlagd Sill","24 - 250 g jars",19,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
137,10298,1996-09-05,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"United Package","(503) 555-3199","Dairy Products",Cheeses,30,"Raclette Courdavault","5 kg pkg.",55,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06,Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
138,10298,1996-09-05,"Hungry Owl All-Night Grocers","Patricia McKenna","8 Johnstown Road",Cork,,Ireland,"United Package","(503) 555-3199",Confections,"Desserts, candies, and sweet breads",15,"Tarte au sucre","48 pies",49.3,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",Michael,Suyama,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish."
139,10299,1996-09-06,"Ricardo Adocicados","Janete Limeira","Av. Copacabana, 267","Rio de Janeiro",02389-890,Brazil,"United Package","(503) 555-3199",Confections,"Desserts, candies, and sweet breads",15,"Teatime Chocolate Biscuits","10 boxes x 12 pieces",9.2,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448",Margaret,Peacock,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle."
